if. postaje;Tip podatka;Èas;Vrednost;Ekstrem;Std. opomba;Opomba;Preneseno;Ime upor.;Èas sprem.
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);16.02.2015 09:30:00;236;;;;0;KM-ORA_LOAD;17.02.2015 08:32:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);02.03.2015 10:00:00;238;;;;0;KM-ORA_LOAD;02.03.2015 14:22:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);09.03.2015 09:15:00;217;;;;0;KM-ORA_LOAD;10.03.2015 07:32:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);16.03.2015 10:20:00;191;;;;0;KM-ORA_LOAD;17.03.2015 07:52:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);23.03.2015 12:45:00;231;;;;0;KM-ORA_LOAD;30.03.2015 09:22:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);30.03.2015 07:50:00;258;;;;0;KM-ORA_LOAD;30.03.2015 09:22:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);13.04.2015 07:50:00;190;;;;0;KM-ORA_LOAD;13.04.2015 11:32:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);22.04.2015 08:40:00;194;;;;0;KM-ORA_LOAD;04.05.2015 08:52:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);04.05.2015 08:00:00;241;;;;0;KM-ORA_LOAD;04.05.2015 08:52:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);11.05.2015 09:10:00;192;;;;0;KM-ORA_LOAD;22.05.2015 07:22:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);18.05.2015 07:45:00;232;;;;0;KM-ORA_LOAD;18.05.2015 09:12:02
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);03.06.2015 07:35:00;213;;;;0;KM-ORA_LOAD;03.06.2015 08:12:01
9350;vodostaj-opazovanja-urni-trenutne vrednosti (cm);08.06.2015 06:55:00;166;;;;0;KM-ORA_LOAD;08.06.2015 07:22:01
