cas	vrednost	ekstrem
23.03.2015 11:30:00	237.5	VV2
23.03.2015 16:40:00	183.4	NV2
23.03.2015 23:30:00	258.4	MAX
24.03.2015 06:00:00	163.9	MIN
24.03.2015 12:00:00	241.3	VV2
24.03.2015 17:30:00	195.3	NV2
24.03.2015 23:50:00	255	MAX
25.03.2015 06:00:00	175.7	MIN
25.03.2015 19:00:00	277.6	MAX
26.03.2015 06:30:00	197.6	MIN
26.03.2015 14:50:00	270.1	MAX
26.03.2015 23:30:00	217.6	NV2
27.03.2015 02:20:00	224.4	VV2
27.03.2015 10:10:00	201.4	MIN
27.03.2015 16:20:00	241.5	MAX
27.03.2015 22:10:00	209.9	NV2
28.03.2015 01:10:00	211.4	NV2
28.03.2015 06:10:00	231.3	MAX
28.03.2015 12:10:00	206.4	MIN
28.03.2015 18:10:00	226.5	VV2
29.03.2015 00:00:00	218	NV2
29.03.2015 06:00:00	248.2	VV2
29.03.2015 13:00:00	190.9	MIN
29.03.2015 19:30:00	254	MAX
30.03.2015 00:50:00	231.3	NV2
30.03.2015 06:40:00	267.2	VV2
30.03.2015 13:00:00	199	MIN
30.03.2015 19:10:00	280.9	MAX
31.03.2015 01:40:00	225.8	NV2
31.03.2015 06:50:00	252.8	VV2
31.03.2015 13:20:00	201.2	MIN
31.03.2015 20:10:00	303.7	MAX
01.04.2015 02:40:00	208.8	NV2
01.04.2015 08:20:00	247.4	VV2
01.04.2015 14:10:00	186.4	MIN
01.04.2015 21:00:00	286.9	MAX
02.04.2015 02:40:00	183.7	MIN
02.04.2015 08:50:00	260.2	VV2
02.04.2015 13:30:00	202.9	NV2
02.04.2015 20:10:00	304.6	MAX
03.04.2015 03:10:00	176.1	MIN
03.04.2015 09:40:00	252.7	VV2
03.04.2015 15:00:00	188.1	NV2
03.04.2015 21:00:00	268.5	MAX
04.04.2015 03:20:00	169.2	MIN
04.04.2015 09:40:00	271.3	VV2
04.04.2015 15:20:00	202.6	NV2
04.04.2015 21:30:00	279.6	MAX
05.04.2015 03:50:00	186.2	NV2
05.04.2015 10:20:00	253.4	VV2
05.04.2015 16:10:00	177.9	MIN
05.04.2015 22:20:00	262.7	MAX
06.04.2015 04:50:00	170.2	MIN
06.04.2015 10:30:00	246.6	VV2
06.04.2015 16:10:00	177.9	NV2
06.04.2015 22:30:00	263.5	MAX
07.04.2015 05:00:00	148.1	MIN
07.04.2015 10:50:00	230.7	VV2
07.04.2015 16:20:00	184.6	NV2
07.04.2015 22:00:00	258.8	MAX
08.04.2015 05:50:00	155	MIN
08.04.2015 11:50:00	226.7	VV2
08.04.2015 16:40:00	189.7	NV2
08.04.2015 23:20:00	241.9	MAX
09.04.2015 05:50:00	157.2	MIN
09.04.2015 12:00:00	217.9	VV2
09.04.2015 17:40:00	196.7	NV2
09.04.2015 23:20:00	236.7	MAX
10.04.2015 07:10:00	171.6	MIN
10.04.2015 13:00:00	224.8	VV2
10.04.2015 18:20:00	206.6	NV2
10.04.2015 23:50:00	235.5	MAX
11.04.2015 08:10:00	175.9	MIN
11.04.2015 16:50:00	224.8	MAX
11.04.2015 19:50:00	214.7	NV2
12.04.2015 00:20:00	224.4	VV2
12.04.2015 09:00:00	172.7	MIN
12.04.2015 19:10:00	224.5	MAX
13.04.2015 00:20:00	199.4	NV2
13.04.2015 04:40:00	208	VV2
13.04.2015 11:00:00	166.9	MIN
13.04.2015 18:20:00	236.7	MAX
14.04.2015 01:20:00	185.6	NV2
14.04.2015 05:40:00	218.3	VV2
14.04.2015 12:30:00	158.2	MIN
14.04.2015 18:50:00	242.6	MAX
15.04.2015 01:10:00	167.8	NV2
15.04.2015 07:20:00	223	VV2
15.04.2015 12:40:00	159.6	MIN
15.04.2015 19:30:00	250.1	MAX
16.04.2015 01:50:00	165.9	NV2
16.04.2015 07:20:00	239.9	VV2
16.04.2015 13:20:00	163.9	MIN
16.04.2015 20:10:00	266.8	MAX
17.04.2015 03:20:00	162.4	MIN
17.04.2015 08:20:00	253.9	VV2
17.04.2015 14:20:00	164.5	NV2
17.04.2015 20:30:00	281.1	MAX
18.04.2015 03:30:00	151.3	MIN
18.04.2015 09:10:00	253.7	VV2
18.04.2015 14:40:00	164.9	NV2
18.04.2015 20:50:00	271.9	MAX
19.04.2015 03:50:00	131.7	MIN
19.04.2015 10:30:00	232.2	VV2
19.04.2015 15:40:00	177.6	NV2
19.04.2015 21:30:00	253.8	MAX
20.04.2015 04:10:00	134.6	MIN
20.04.2015 10:30:00	245.2	MAX
20.04.2015 16:10:00	174.7	NV2
20.04.2015 22:20:00	243.5	VV2
21.04.2015 04:40:00	141.7	MIN
21.04.2015 10:50:00	242.2	VV2
21.04.2015 16:30:00	175.6	NV2
21.04.2015 22:50:00	244.1	MAX
22.04.2015 05:40:00	158.7	MIN
22.04.2015 11:30:00	230.4	VV2
22.04.2015 17:10:00	183	NV2
22.04.2015 23:30:00	246.1	MAX
23.04.2015 06:20:00	173.9	MIN
23.04.2015 12:30:00	229.5	VV2
23.04.2015 17:40:00	210.2	NV2
23.04.2015 23:50:00	251.4	MAX
24.04.2015 08:00:00	179.1	MIN
24.04.2015 16:00:00	233.1	VV2
24.04.2015 18:30:00	223.8	NV2
24.04.2015 22:40:00	234	MAX
25.04.2015 09:00:00	184	MIN
25.04.2015 17:00:00	239.9	MAX
25.04.2015 23:50:00	211.1	NV2
26.04.2015 02:00:00	215.2	VV2
26.04.2015 10:00:00	186.4	MIN
26.04.2015 16:50:00	246.3	MAX
26.04.2015 23:10:00	201.2	NV2
27.04.2015 05:50:00	221.4	VV2
27.04.2015 09:30:00	207.4	MIN
27.04.2015 17:20:00	256.6	MAX
28.04.2015 01:00:00	211.4	NV2
28.04.2015 06:40:00	248.2	VV2
28.04.2015 12:00:00	209.5	MIN
28.04.2015 18:20:00	260.5	MAX
29.04.2015 01:30:00	201.9	NV2
29.04.2015 07:30:00	240	VV2
29.04.2015 12:50:00	194.3	MIN
29.04.2015 19:10:00	261.4	MAX
30.04.2015 01:40:00	188.8	MIN
30.04.2015 07:30:00	249.8	VV2
30.04.2015 13:40:00	197.4	NV2
30.04.2015 19:30:00	269.9	MAX
01.05.2015 02:10:00	179.7	MIN
01.05.2015 08:20:00	261.6	VV2
01.05.2015 14:00:00	197.9	NV2
01.05.2015 20:00:00	288.6	MAX
02.05.2015 02:40:00	182.2	MIN
02.05.2015 08:20:00	263.7	VV2
02.05.2015 15:00:00	197.6	NV2
02.05.2015 20:30:00	283	MAX
03.05.2015 02:40:00	178	MIN
03.05.2015 09:10:00	265.2	VV2
03.05.2015 14:50:00	205.9	NV2
03.05.2015 21:00:00	273.1	MAX
04.05.2015 03:40:00	169.2	MIN
04.05.2015 09:30:00	262.9	VV2
04.05.2015 15:30:00	200.8	NV2
04.05.2015 21:40:00	273.4	MAX
05.05.2015 03:50:00	161.8	MIN
05.05.2015 10:30:00	262.4	VV2
05.05.2015 15:40:00	204.3	NV2
05.05.2015 21:30:00	275.3	MAX
06.05.2015 04:40:00	172	MIN
06.05.2015 11:40:00	261.8	VV2
06.05.2015 16:10:00	207.9	NV2
06.05.2015 22:10:00	280.1	MAX
07.05.2015 05:10:00	168.2	MIN
07.05.2015 11:20:00	253.9	VV2
07.05.2015 17:10:00	215	NV2
07.05.2015 22:20:00	267.2	MAX
08.05.2015 05:10:00	173.4	MIN
08.05.2015 13:20:00	248.7	VV2
08.05.2015 17:40:00	227	NV2
08.05.2015 23:40:00	259.1	MAX
09.05.2015 05:50:00	183.4	MIN
09.05.2015 14:20:00	254.1	MAX
09.05.2015 19:30:00	217.6	NV2
10.05.2015 00:50:00	246.5	MAX
10.05.2015 07:00:00	184.6	MIN
10.05.2015 14:50:00	240.5	VV2
10.05.2015 21:20:00	221.4	NV2
11.05.2015 00:30:00	235.2	VV2
11.05.2015 08:40:00	189.8	MIN
11.05.2015 16:20:00	247.9	MAX
11.05.2015 22:40:00	209	NV2
12.05.2015 04:10:00	233.3	VV2
12.05.2015 10:40:00	185.6	MIN
12.05.2015 17:20:00	254	MAX
12.05.2015 23:40:00	200.1	NV2
13.05.2015 05:20:00	239.7	VV2
13.05.2015 11:20:00	186.9	MIN
13.05.2015 18:40:00	269.3	MAX
14.05.2015 01:10:00	195.4	NV2
14.05.2015 07:00:00	246.3	VV2
14.05.2015 12:40:00	192.3	MIN
14.05.2015 19:20:00	284	MAX
15.05.2015 02:10:00	191	MIN
15.05.2015 07:20:00	261.2	VV2
15.05.2015 12:10:00	205.6	NV2
15.05.2015 19:30:00	299.9	MAX
16.05.2015 02:20:00	158.7	MIN
16.05.2015 09:00:00	251.4	VV2
16.05.2015 13:40:00	197	NV2
16.05.2015 20:10:00	280.5	MAX
17.05.2015 02:30:00	152.2	MIN
17.05.2015 09:20:00	255.8	VV2
17.05.2015 14:40:00	195.5	NV2
17.05.2015 20:50:00	272.4	MAX
18.05.2015 03:10:00	149.4	MIN
18.05.2015 10:00:00	257.1	VV2
18.05.2015 15:20:00	196	NV2
18.05.2015 21:20:00	276.9	MAX
19.05.2015 04:00:00	160.7	MIN
19.05.2015 10:20:00	263.8	VV2
19.05.2015 16:00:00	205.1	NV2
19.05.2015 22:10:00	284.7	MAX
20.05.2015 05:20:00	171.3	MIN
20.05.2015 11:00:00	266.7	VV2
20.05.2015 16:20:00	212.4	NV2
20.05.2015 22:50:00	283.2	MAX
21.05.2015 05:00:00	169	MIN
21.05.2015 12:30:00	256.5	VV2
21.05.2015 17:10:00	212.5	NV2
21.05.2015 21:50:00	278.7	MAX
22.05.2015 05:40:00	167.1	MIN
22.05.2015 12:50:00	253.1	VV2
22.05.2015 16:30:00	234.7	NV2
22.05.2015 22:50:00	253.2	MAX
23.05.2015 06:40:00	186	MIN
23.05.2015 13:50:00	260.9	MAX
23.05.2015 19:40:00	227.4	NV2
23.05.2015 22:20:00	237.4	VV2
24.05.2015 07:00:00	185.8	MIN
24.05.2015 14:30:00	260.8	MAX
24.05.2015 21:20:00	214.8	NV2
25.05.2015 00:30:00	226.7	VV2
25.05.2015 06:40:00	202.3	MIN
25.05.2015 14:40:00	255.1	MAX
25.05.2015 23:50:00	212.7	NV2
26.05.2015 05:40:00	224	VV2
26.05.2015 10:30:00	211.3	NV2
26.05.2015 17:00:00	251.3	MAX
26.05.2015 22:30:00	202	MIN
27.05.2015 05:10:00	226.1	VV2
27.05.2015 10:20:00	200.2	MIN
27.05.2015 17:20:00	253.5	MAX
28.05.2015 00:20:00	191.1	MIN
28.05.2015 06:30:00	231.4	VV2
28.05.2015 11:50:00	199.9	NV2
28.05.2015 17:40:00	251	MAX
29.05.2015 01:00:00	182.3	MIN
29.05.2015 07:10:00	243.1	VV2
29.05.2015 13:00:00	197.4	NV2
29.05.2015 19:10:00	255.8	MAX
30.05.2015 01:20:00	182.2	MIN
30.05.2015 07:50:00	248.8	VV2
30.05.2015 13:30:00	195.7	NV2
30.05.2015 19:20:00	275.1	MAX
31.05.2015 02:30:00	179.6	MIN
31.05.2015 08:10:00	243.6	VV2
31.05.2015 13:30:00	196.3	NV2
31.05.2015 20:00:00	274.9	MAX
01.06.2015 02:30:00	164.3	MIN
01.06.2015 09:10:00	242.8	VV2
01.06.2015 14:30:00	202.4	NV2
01.06.2015 20:10:00	273.9	MAX
02.06.2015 03:20:00	154.1	MIN
02.06.2015 10:00:00	247.3	VV2
02.06.2015 14:50:00	202.5	NV2
02.06.2015 21:00:00	270.1	MAX
03.06.2015 03:40:00	145.7	MIN
03.06.2015 10:40:00	249.1	VV2
03.06.2015 15:50:00	197.7	NV2
03.06.2015 21:40:00	267.4	MAX
04.06.2015 03:50:00	147.5	MIN
04.06.2015 11:10:00	243.2	VV2
04.06.2015 16:30:00	197.9	NV2
04.06.2015 21:40:00	255.5	MAX
05.06.2015 04:40:00	147.8	MIN
05.06.2015 11:40:00	243.4	VV2
05.06.2015 17:00:00	204.6	NV2
05.06.2015 22:50:00	252.8	MAX
06.06.2015 05:20:00	153.6	MIN
06.06.2015 12:50:00	246.3	MAX
06.06.2015 18:10:00	204.4	NV2
06.06.2015 23:30:00	244.2	VV2
07.06.2015 05:50:00	157	MIN
07.06.2015 13:30:00	245.2	MAX
07.06.2015 19:20:00	205.4	NV2
08.06.2015 00:30:00	233	VV2
08.06.2015 06:10:00	164.3	MIN
08.06.2015 14:40:00	249.2	MAX
08.06.2015 20:30:00	207.8	NV2
09.06.2015 00:50:00	226.4	VV2
09.06.2015 08:10:00	179.8	MIN
09.06.2015 15:10:00	252.4	MAX
10.06.2015 02:00:00	200	NV2
10.06.2015 04:40:00	210.1	VV2
10.06.2015 09:00:00	185.5	MIN
10.06.2015 16:40:00	252	MAX
11.06.2015 00:10:00	182.6	MIN
11.06.2015 06:10:00	218.1	VV2
11.06.2015 10:40:00	190.5	NV2
11.06.2015 17:20:00	259.3	MAX
12.06.2015 01:30:00	179.4	MIN
12.06.2015 06:50:00	233.6	VV2
12.06.2015 11:50:00	200.3	NV2
12.06.2015 18:20:00	270.4	MAX
13.06.2015 01:10:00	169.2	MIN
13.06.2015 07:50:00	249.3	VV2
13.06.2015 12:40:00	202.5	NV2
13.06.2015 19:10:00	283.6	MAX
14.06.2015 02:00:00	163.2	MIN
14.06.2015 08:30:00	258.9	VV2
14.06.2015 14:00:00	219.7	NV2
14.06.2015 20:20:00	294.7	MAX
15.06.2015 02:30:00	155.8	MIN
15.06.2015 09:30:00	260.2	VV2
15.06.2015 12:50:00	231.2	NV2
15.06.2015 19:30:00	279	MAX
16.06.2015 03:10:00	145.5	MIN
16.06.2015 10:20:00	267.7	VV2
16.06.2015 15:10:00	217.6	NV2
16.06.2015 21:00:00	271.1	MAX
17.06.2015 03:40:00	146.4	MIN
17.06.2015 10:00:00	269.1	VV2
17.06.2015 16:00:00	205.7	NV2
17.06.2015 21:10:00	272.2	MAX
18.06.2015 04:20:00	157.7	MIN
18.06.2015 11:10:00	260.4	VV2
18.06.2015 16:40:00	204	NV2
18.06.2015 22:10:00	260.4	MAX
19.06.2015 04:20:00	174.2	MIN
19.06.2015 11:20:00	266.3	MAX
19.06.2015 16:50:00	202.1	NV2
19.06.2015 22:30:00	262.3	VV2
20.06.2015 04:50:00	180.6	MIN
20.06.2015 12:00:00	259.3	MAX
20.06.2015 16:00:00	209	NV2
20.06.2015 23:50:00	258.5	VV2
21.06.2015 06:20:00	172	MIN
21.06.2015 12:20:00	256.2	MAX
21.06.2015 18:30:00	216.2	NV2
21.06.2015 23:40:00	242.8	VV2
22.06.2015 05:30:00	187.8	MIN
22.06.2015 13:40:00	259.9	MAX
22.06.2015 20:20:00	227.4	NV2
23.06.2015 00:10:00	239.5	VV2
23.06.2015 06:00:00	214.5	NV2
23.06.2015 14:20:00	268.4	MAX
23.06.2015 21:50:00	171.7	MIN
24.06.2015 01:30:00	247.9	VV2
24.06.2015 08:50:00	191.9	MIN
24.06.2015 16:10:00	274.8	MAX
24.06.2015 23:30:00	207.3	NV2
25.06.2015 03:10:00	224.3	VV2
25.06.2015 09:40:00	194.7	MIN
25.06.2015 15:30:00	256.5	MAX
26.06.2015 01:50:00	196.9	MIN
26.06.2015 06:50:00	214.4	VV2
26.06.2015 09:10:00	206.5	NV2
26.06.2015 16:20:00	250	MAX
27.06.2015 01:00:00	182.3	MIN
27.06.2015 08:00:00	232.7	VV2
27.06.2015 12:10:00	209.9	NV2
27.06.2015 18:20:00	258.7	MAX
28.06.2015 02:00:00	176.2	MIN
28.06.2015 07:30:00	240	VV2
28.06.2015 12:30:00	207.3	NV2
28.06.2015 18:50:00	260.9	MAX
29.06.2015 01:40:00	170	MIN
29.06.2015 07:50:00	247.2	VV2
29.06.2015 13:10:00	205.1	NV2
29.06.2015 19:10:00	266.2	MAX
30.06.2015 02:30:00	161.6	MIN
30.06.2015 09:30:00	251.4	VV2
30.06.2015 14:10:00	206.2	NV2
30.06.2015 20:00:00	270.4	MAX
